Id,Label,Group,Attribute
292,Addiction_medicine,link,0
293,Nociceptin,link,0
294,Local_anesthetic,link,0
295,KEGG,link,0
296,Tiaprofenic_acid,link,0
297,Ro64-6198,link,0
298,Allopregnanediol,link,0
299,Tapentadol,link,0
300,Catechin,link,0
301,Metazocine,link,0
302,AM-251_(drug),link,0
303,Epicatechin,link,0
304,Anatomical_Therapeutic_Chemical_Classification_System,link,0
305,Naloxol,link,0
306,HZ-2,link,0
307,Valdecoxib,link,0
308,Naloxonazine,link,0
309,RWJ-394674,link,0
310,Clonazepam,link,0
311,ATC_code_N01,link,0
312,Thiothixene,link,0
313,Aloxiprin,link,0
314,U-50488,link,0
315,Sodium_salicylate,link,0
316,Norbuprenorphine-3-glucuronide,link,0
317,Diazepam,link,0
318,Plasma_protein_binding,link,0
319,Racecadotril,link,0
320,"4-Caffeoyl-1,5-quinide",link,0
321,Fluorophen,link,0
322,PF-05089771,link,0
323,Flucloxacillin,link,0
324,Proquazone,link,0
325,Asia,link,0
326,Tricyclic_antidepressant,link,0
327,Desmethylclozapine,link,0
328,List_of_fentanyl_analogues,link,0
329,JNJ-20788560,link,0
330,Indinavir_sulfate,link,0
331,Intravenous,link,0
332,Orlistat,link,0
333,Dehydroepiandrosterone,link,0
334,Carbasalate_calcium,link,0
335,Intravenous_therapy,link,0
336,Doi_(identifier),link,0
337,Oxymorphazone,link,0
338,TAN-67,link,0
339,Cebranopadol,link,0
340,Cephradine,link,0
341,Propanidid,link,0
342,Lacosamide,link,0
343,Droxidopa,link,0
344,TRIMU_5,link,0
345,Amiodarone,link,0
346,Beta-Funaltrexamine,link,0
347,PK-11195,link,0
348,MCOPPB,link,0
349,Ohio,link,0
350,Nicomorphine,link,0
351,Proglumide,link,0
352,Kelatorphan,link,0
353,Hdl_(identifier),link,0
354,Nefopam,link,0
355,Taxifolin,link,0
356,Methylprednisolone,link,0
357,Spinorphin,link,0
358,Morphine/naltrexone,link,0
359,Gemazocine,link,0
360,Piperidine,link,0
361,Zafirlukast,link,0
362,Phenols,link,0
363,Tetrahydrocannabinol,link,0
364,Naloxegol,link,0
365,Tacrolimus,link,0
366,Alfentanil,link,0
367,Precursor_(chemistry),link,0
368,Cyclopropane,link,0
369,Norpipanone,link,0
370,Diethyl_ether,link,0
371,Levacetylmethadol,link,0
372,RB-64,link,0
373,Oripavine,link,0
374,DSP-2230,link,0
375,Tanezumab,link,0
376,Gabapentin_enacarbil,link,0
377,Aspirin/paracetamol/caffeine,link,0
378,Lumiracoxib,link,0
379,Newsweek,link,0
380,Prasterone,link,0
381,Bosentan,link,0
382,Proxorphan,link,0
383,4%E2%80%B2-Hydroxyflavanone,link,0
384,Dimercaprol,link,0
385,Respiratory_depression,link,0
386,BTRX-246040,link,0
387,Antimycotic,link,0
388,%CE%91-Linolenic_acid,link,0
389,Drug_Enforcement_Administration,link,0
390,Indonesia,link,0
391,Mianserin,link,0
392,Hemorphin-4,link,0
393,Frakefamide,link,0
394,Niravoline,link,0
395,Dynorphin_A,link,0
396,Corticosterone,link,0
397,CERC-501,link,0
398,Papaveretum,link,0
399,Loratadine,link,0
400,Paclitaxel,link,0
401,Zaltoprofen,link,0
402,Progesterone,link,0
403,TRV734,link,0
404,%CE%9C-opioid_receptor,link,0
405,Buprenorphine/samidorphan,link,0
406,AZD2327,link,0
407,Endoscopy,link,0
408,NFEPP,link,0
409,Imidazole_salicylate,link,0
410,Morphine,link,0
411,Wintergreen,link,0
412,Lorazepam,link,0
413,ISSN_(identifier),link,0
414,Dihydromorphine,link,0
415,Meloxicam,link,0
416,Etodolac,link,0
417,MedlinePlus,link,0
418,IBNtxA,link,0
419,CR665,link,0
420,NPR,link,0
421,Mevastatin,link,0
422,Vienna,link,0
423,South_Africa,link,0
424,Hydrocodone/aspirin,link,0
425,Clindamycin,link,0
426,FDA,link,0
427,Nicodicodine,link,0
428,Morphiceptin,link,0
429,Butorphan,link,0
430,Mitragynine,link,0
431,Alazocine,link,0
432,Palliative_care,link,0
433,Anileridine,link,0
434,Potassium_channel_opener,link,0
435,Loxicodegol,link,0
436,Ethoheptazine,link,0
437,Metamizole,link,0
438,Pawhuskin_A,link,0
439,Nalfurafine,link,0
440,Beta-Endorphin,link,0
441,Dermorphin,link,0
442,ARM390,link,0
443,Eburnamonine,link,0
444,Centers_for_Disease_Control_and_Prevention,link,0
445,Neurosteroid,link,0
446,Cyclophosphamide,link,0
447,Loperamide,link,0
448,Dehydroepiandrosterone_sulfate,link,0
449,Mitragynine_pseudoindoxyl,link,0
450,Simvastatin,link,0
451,Salvia_divinorum,link,0
452,Gallocatechol,link,0
453,Amobarbital,link,0
454,Pregnane_X_receptor,link,0
455,Omeprazole,link,0
456,Oxymorphone,link,0
457,Sodium_channel_blocker,link,0
458,Nalbuphine,link,0
459,Liver,link,0
460,Salvinorin_A,link,0
461,Dihydrocodeine,link,0
462,Dyspnea,link,0
463,Binaltorphimine,link,0
464,Zeranol,link,0
465,Rimonabant,link,0
466,Acetylfentanyl,link,0
467,Fluroxene,link,0
468,Phenazone,link,0
469,Cocaine,link,0
470,Prodynorphin,link,0
471,Naltrindole,link,0
472,Hydroxydione,link,0
473,Maryland,link,0
474,Loxoprofen,link,0
475,Chemical_synthesis,link,0
476,ChEBI,link,0
477,Chlorzoxazone,link,0
478,Akuammine,link,0
479,Dexamethasone,link,0
480,Benzodiazepine,link,0
481,Ampyrone,link,0
482,Chlornaltrexamine,link,0
483,Proheptazine,link,0
484,Oxycodone/paracetamol,link,0
485,Thiamylal,link,0
486,U-47700,link,0
487,Thienorphine,link,0
488,LCCN_(identifier),link,0
489,Muscle_relaxant,link,0
490,Oxycodone/naloxone,link,0
491,Hexobarbital,link,0
492,Phencyclidine,link,0
493,Tianeptine,link,0
494,Leumorphin,link,0
495,%CE%945-Androstenedione,link,0
496,ChEMBL,link,0
497,Binding_affinity,link,0
498,Bithionol,link,0
499,Clonidine,link,0
500,Prasterone_sulfate,link,0
501,Improvised_explosive_device,link,0
502,S2CID_(identifier),link,0
503,Midazolam,link,0
504,Lidocaine,link,0
505,Meclizine,link,0
506,Onset_of_action,link,0
507,5%27-Guanidinonaltrindole,link,0
508,Inhalational_anesthetic,link,0
509,Nilvadipine,link,0
510,Norketamine,link,0
511,Pregabalin,link,0
512,Ethinylestradiol,link,0
513,Paracetamol/metoclopramide,link,0
514,Permethrin,link,0
515,Codeine/paracetamol,link,0
516,Phenoperidine,link,0
517,Levorphanol,link,0
518,Unconsciousness,link,0
519,Nicocodeine,link,0
520,DPI-221,link,0
521,DPI-3290,link,0
522,Dysphoria,link,0
523,Chocolate,link,0
524,Selective_serotonin_reuptake_inhibitor,link,0
525,Sevoflurane,link,0
526,Reserpine,link,0
527,Halothane,link,0
528,Big_dynorphin,link,0
529,Associated_Press,link,0
530,Drugs.com,link,0
531,Hetacillin_potassium,link,0
532,Biological_half-life,link,0
533,Dexibuprofen,link,0
534,Leconotide,link,0
535,N-Phenethyl-14-ethoxymetopon,link,0
536,CAS_Registry_Number,link,0
537,Mephenoxalone,link,0
538,Medicines_and_Healthcare_products_Regulatory_Agency,link,0
539,KNT-127,link,0
540,Plicamycin,link,0
541,Opium,link,0
542,CYP3A4,link,0
543,Artemisinin,link,0
544,Herkinorin,link,0
545,American_Society_of_Health-System_Pharmacists,link,0
546,Ecopipam,link,0
547,Dezocine,link,0
548,Simplified_molecular-input_line-entry_system,link,0
549,Buccal_administration,link,0
550,Methamphetamine,link,0
551,Pericine,link,0
552,Rofecoxib,link,0
553,Nalmexone,link,0
554,Capital_punishment_in_the_United_States,link,0
555,Bromfenac,link,0
556,Bibcode_(identifier),link,0
557,U.S._Customs_and_Border_Protection,link,0
558,%CE%94-opioid_receptor,link,0
559,ChemSpider,link,0
560,Dicloxacillin,link,0
561,Regulation_of_therapeutic_goods,link,0
562,5%CE%B1-Androst-16-en-3%CE%B1-ol,link,0
563,Opioid_overdose,link,0
564,Acrylfentanyl,link,0
565,Carbamazepine,link,0
566,LY-2459989,link,0
567,Griseofulvin,link,0
568,Cambridge_University_Press,link,0
569,Drug_class,link,0
570,Analgesic_adjuvant,link,0
571,Troglitazone,link,0
572,Okadaic_acid,link,0
573,Desmetramadol,link,0
574,Dronabinol,link,0
575,Prodine,link,0
576,Nortriptyline,link,0
577,Hydromorphone,link,0
578,Menthol,link,0
579,Cafestol,link,0
580,Fenamic_acid,link,0
581,17%CE%B1-Hydroxypregnenolone,link,0
582,Potency_(pharmacology),link,0
583,"SB-612,111",link,0
584,Amastatin,link,0
585,Allyl_isothiocyanate,link,0
586,%CE%945-Androstenediol,link,0
587,Intramuscular_injection,link,0
588,CompTox_Chemicals_Dashboard,link,0
589,COX-2_inhibitor,link,0
590,Ellagic_acid,link,0
591,Sulindac,link,0
592,Ritonavir,link,0
593,Kyotorphin,link,0
594,Time_(magazine),link,0
595,Bile_acid,link,0
596,Piroxicam,link,0
597,Levothyroxine,link,0
598,Oral_administration,link,0
599,Mirogabalin,link,0
600,Ketazocine,link,0
601,CBC_News,link,0
602,Ketorolac,link,0
603,Social_media,link,0
604,Mitragyna_speciosa,link,0
605,Sunobinop,link,0
606,Intrathecal,link,0
607,Transdermal_patch,link,0
608,Alfadolone,link,0
609,Thiotetrabarbital,link,0
610,GR-89696,link,0
611,Codeine/aspirin,link,0
612,Norbinaltorphimine,link,0
613,Sesamin,link,0
614,Viminol,link,0
615,Coma,link,0
616,Naproxen,link,0
617,7-Hydroxymitragynine,link,0
618,Rimazolium,link,0
619,Diclazuril,link,0
620,Methocinnamox,link,0
621,Fenbendazole,link,0
622,Tolmetin,link,0
623,Thebacon,link,0
624,Sedative,link,0
625,Akuammicine,link,0
626,Nalorphine_dinicotinate,link,0
627,National_Institute_for_Occupational_Safety_and_Health,link,0
628,Nonsteroidal_anti-inflammatory_drug,link,0
629,Chronic_pain,link,0
630,Analgecine,link,0
631,Tetracycline,link,0
632,Cannabidiol,link,0
633,Tolfenamic_acid,link,0
634,Naloxone,link,0
635,6%CE%B2-Naltrexol-d4,link,0
636,Hypericum_perforatum,link,0
637,New_York_(state),link,0
638,Tetrahydropapaveroline,link,0
639,Allopregnanolone,link,0
640,Intrathecal_administration,link,0
641,SoRI-9409,link,0
642,Propyphenazone,link,0
643,Salicin,link,0
644,Naringenin,link,0
645,Cyprodime,link,0
646,Oxycodone/ibuprofen,link,0
647,Laudanum,link,0
648,Clofenvinfos,link,0
649,Nisoldipine,link,0
650,%CE%944-Androstenedione,link,0
651,Sirolimus,link,0
652,Calcium_channel_blocker,link,0
653,Mirtazapine,link,0
654,Erythromycin,link,0
655,List_of_opioids,link,0
656,Oxycodone,link,0
657,Haloprogin,link,0
658,Spinal_anaesthesia,link,0
659,MT-7716,link,0
660,Efavirenz,link,0
661,Ethylmorphine,link,0
662,Nufenoxole,link,0
663,Eptazocine,link,0
664,Carvedilol,link,0
665,Methoxychlor,link,0
666,Racemorphan,link,0
667,Chloroform,link,0
668,Famprofazone,link,0
669,Benorilate,link,0
670,Dimenoxadol,link,0
671,Deltorphin,link,0
672,LS-115509,link,0
673,Celecoxib/tramadol,link,0
674,Salsolinol,link,0
675,Spiroxatrine,link,0
676,Bupivacaine,link,0
677,Amentoflavone,link,0
678,RB-120,link,0
679,Toxicity,link,0
680,Dodecylbenzenesulfonic_acid,link,0
681,Docetaxel,link,0
682,Health_Canada,link,0
683,Ciprofol,link,0
684,Orphenadrine,link,0
685,Opioid_receptor,link,0
686,Nifedipine,link,0
687,Valproic_acid,link,0
688,Acetanilide,link,0
689,Flupirtine,link,0
690,Octreotide,link,0
691,Opiate,link,0
692,Substance_abuse,link,0
693,Transdermal,link,0
694,Thebaine,link,0
695,JTC-801,link,0
696,"U-69,593",link,0
697,6%CE%B2-Naltrexol,link,0
698,Narcobarbital,link,0
699,Addiction,link,0
700,Methoxyflurane,link,0
701,Ibogaine,link,0
702,Chlorpromazine,link,0
703,Benzhydrocodone,link,0
704,Ketoprofen,link,0
705,Fospropofol,link,0
706,Guggulsterone,link,0
707,Intramuscular,link,0
708,Norbuprenorphine,link,0
709,Levallorphan,link,0
710,Zomepirac,link,0
711,Ketoconazole,link,0
712,Enflurane,link,0
713,Eluxadoline,link,0
714,Salvinorin_B_ethoxymethyl_ether,link,0
715,ISBN_(identifier),link,0
716,Samidorphan,link,0
717,OCLC_(identifier),link,0
718,National_Institute_on_Drug_Abuse,link,0
719,Amoxapine,link,0
720,Propiram,link,0
721,Quadazocine,link,0
722,Phenazopyridine,link,0
723,PMID_(identifier),link,0
724,Phenytoin,link,0
725,Pregnenolone,link,0
726,Controlled_Drugs_and_Substances_Act,link,0
727,PMC_(identifier),link,0
728,Parecoxib,link,0
729,Aticaprant,link,0
730,Ibuprofen,link,0
731,Tramadol,link,0
732,AMI-193,link,0
733,Isomethadone,link,0
734,Hallucination,link,0
735,Hypoventilation,link,0
736,Confusion,link,0
737,AT-076,link,0
738,ADL-5747,link,0
739,Sulfisoxazole,link,0
740,Lobeline,link,0
741,Bremazocine,link,0
742,Etoricoxib,link,0
743,Desipramine,link,0
744,14-Methoxymetopon,link,0
745,Etomidate,link,0
746,Nefazodone,link,0
747,RB-3007,link,0
748,Cyprenorphine,link,0
749,Met-enkephalin,link,0
750,Tiletamine,link,0
751,Etorphine,link,0
752,Allomatrine,link,0
753,Demecolcine,link,0
754,Gamma-Linolenic_acid,link,0
755,Route_of_administration,link,0
756,Methohexital,link,0
757,Adrenorphin,link,0
758,Isoflurane,link,0
759,Cannabis_(drug),link,0
760,Methorphan,link,0
761,Hydrocodone,link,0
762,Floctafenine,link,0
763,Thiamylal_sodium,link,0
764,Acetyldihydrocodeine,link,0
765,Lefetamine,link,0
766,IUPAC_nomenclature_of_chemistry,link,0
767,Spiradoline,link,0
768,Metacycline,link,0
769,Aspirin,link,0
770,Testosterone_isocaproate,link,0
771,Selank,link,0
772,Chloroxine,link,0
773,Telmisartan,link,0
774,Alpha-Gliadin,link,0
775,Rimexolone,link,0
776,Oxymorphone-3-methoxynaltrexonazine,link,0
777,Amitriptyline,link,0
778,Esketamine,link,0
779,Phenadoxone,link,0
780,Dinalbuphine_sebacate,link,0
781,Dipipanone,link,0
782,Density,link,0
783,Salsalate,link,0
784,Bucetin,link,0
785,Isoxicam,link,0
786,Canada,link,0
787,Sinomenine,link,0
788,Nabilone,link,0
789,Clocinnamox,link,0
790,SNC-80,link,0
791,Boxed_warning,link,0
792,Naloxazone,link,0
793,Nabumetone,link,0
794,Trimebutine,link,0
795,Epothilone_B,link,0
796,Dipyrocetyl,link,0
797,Icalcaprant,link,0
798,The_Washington_Post,link,0
799,Carisoprodol,link,0
800,Sulfuric_acid,link,0
801,Hypotension,link,0
802,Opioid_epidemic_in_the_United_States,link,0
803,5%CE%B2-Dihydroprogesterone,link,0
804,"ICI-204,448",link,0
805,Mexiletine,link,0
806,Ketamine,link,0
807,Fenoprofen,link,0
808,Indometacin,link,0
809,Epicatechin_gallate,link,0
810,Difelikefalin,link,0
811,Oxaprozin,link,0
812,Proopiomelanocortin,link,0
813,Dexketoprofen,link,0
814,Iontophoresis,link,0
815,Inhalation,link,0
816,Benoxaprofen,link,0
817,Oxatomide,link,0
818,Enzacamene,link,0
819,Divinyl_ether,link,0
820,ECHA_InfoCard,link,0
821,Metkefamide,link,0
822,Naldemedine,link,0
823,Ambrisentan,link,0
824,Moxazocine,link,0
825,Potassium_salicylate,link,0
826,Chicago_Tribune,link,0
827,Nitrous_oxide,link,0
828,Zyklophin,link,0
829,Median_lethal_dose,link,0
830,Cannabinoid,link,0
831,Thonzonium_bromide,link,0
832,Buprenorphine/naloxone,link,0
833,Pharmacokinetics,link,0
834,Hydrocodone/paracetamol,link,0
835,BRL-52537,link,0
836,Colforsin,link,0
837,Substance_dependence,link,0
838,Analgesic,link,0
839,Smallpox,link,0
840,World_Intellectual_Property_Organization,link,0
841,Drug_resistance,link,0
842,United_Nations_General_Assembly,link,0
843,International_Agency_for_Research_on_Cancer,link,0
844,Carcinogen,link,0
845,JSTOR_(identifier),link,0
846,United_States_House_of_Representatives,link,0
847,United_Nations_Office_for_the_Coordination_of_Humanitarian_Affairs,link,0
848,European_Union,link,0
849,Japan,link,0
850,Gaza_Strip,link,0
851,The_Lancet,link,0
852,UNICEF,link,0
853,Universal_Declaration_of_Human_Rights,link,0
854,Pharmacovigilance,link,0
855,League_of_Nations,link,0
856,World_War_II,link,0
857,Democratic_Party_(United_States),link,0
858,Developing_country,link,0
859,Donald_Trump,link,0
860,Drug_policy,link,0
861,COVID-19,link,0
862,International_Rescue_Committee,link,0
863,China,link,0
864,Tuberculosis,link,0
865,Mental_disorder,link,0
866,United_Nations_drug_control_conventions,link,0
867,"Washington,_D.C.",link,0
868,Diabetes_mellitus,link,0
869,Condom,link,0
870,United_Nations_Human_Rights_Council,link,0
871,COVID-19_pandemic,link,0
872,Reuters,link,0
873,Humanitarian_aid,link,0
874,Soviet_Union,link,0
875,United_Nations_Environment_Programme,link,0
876,Safety_data_sheet,link,0
877,Convention_on_Psychotropic_Substances,link,0
878,Harm_reduction,link,0
879,European_Commission,link,0
880,Wayback_Machine,link,0
881,Single_Convention_on_Narcotic_Drugs,link,0
882,Germany,link,0
883,World_Food_Programme,link,0
884,Republican_Party_(United_States),link,0
885,Convention_on_the_Rights_of_the_Child,link,0
886,Food_additive,link,0
887,HIV/AIDS,link,0
888,International_Statistical_Classification_of_Diseases_and_Related_Health_Problems,link,0
889,United_Kingdom,link,0
890,United_States,link,0
891,United_Nations,link,0
892,Geographic_coordinate_system,link,0
893,CNN,link,0
894,International_Covenant_on_Civil_and_Political_Rights,link,0
895,Puerto_Rico,link,0
896,International_Narcotics_Control_Board,link,0
897,CiteSeerX_(identifier),link,0
898,Corticosteroid,link,0
899,Dextromethorphan,link,0
900,Cromoglicic_acid,link,0
901,Over-the-counter_drug,link,0
902,Tincture,link,0
903,Sulfonamide_(medicine),link,0
904,Anti-inflammatory,link,0
905,Neomycin,link,0
906,Betamethasone,link,0
907,Sulfasalazine,link,0
908,Crofelemer,link,0
909,Prednisone,link,0
910,Antibacterial,link,0
911,Natamycin,link,0
912,Cortisol,link,0
913,Amphotericin_B,link,0
914,Diarrhea,link,0
915,Mesalazine,link,0
916,Kanamycin,link,0
917,Imidazole,link,0
918,Miconazole,link,0
919,Budesonide,link,0
920,Asthma,link,0
921,Streptomycin,link,0
922,Controlled_Substances_Act,link,0
923,Tixocortol,link,0
924,Blood%E2%80%93brain_barrier,link,0
925,United_States_Pharmacopeia,link,0
926,Chemical_nomenclature,link,0
927,Drug,link,0
928,Antidote,link,0
929,Diacetyldihydromorphine,link,0
930,Prodrug,link,0
931,Ester,link,0
932,British_Approved_Name,link,0
933,PubChem,link,0
934,Structural_analog,link,0
935,Standard_state,link,0
936,"A-366,833",link,0
937,Alanine,link,0
938,Fluorolintane,link,0
939,Selurampanel,link,0
940,Budipine,link,0
941,Theanine,link,0
942,CGP-39551,link,0
943,BW284C51,link,0
944,Sertraline,link,0
945,NEFA_(drug),link,0
946,Noscapine,link,0
947,Farampator,link,0
948,Hypericin,link,0
949,Vanoxerine,link,0
950,Stercuronium_iodide,link,0
951,Tabernanthine,link,0
952,3-MeO-PCMo,link,0
953,International_Nonproprietary_Name,link,0
954,EVP-6124,link,0
955,Perzinfotel,link,0
956,Fluvoxamine,link,0
957,Gallamine,link,0
958,Glutamate,link,0
959,Piracetam,link,0
960,Ispronicline,link,0
961,Hexafluronium,link,0
962,Zinc,link,0
963,Quisqualic_acid,link,0
