Id,Label,Group,Attribute
797,produced,word,15
798,far,word,7
799,cheaply,word,2
800,mexico,word,13
801,china,word,22
802,source,word,15
803,countries,word,7
804,fentanylrelated,word,2
805,substances,word,16
806,trafficked,word,2
807,directly,word,9
808,india,word,4
809,emerging,word,2
810,finished,word,6
811,powder,word,12
812,precursor,word,4
813,chemicals,word,5
814,illicit,word,18
815,market,word,23
816,longer,word,6
817,reliant,word,2
818,domestic,word,4
819,production,word,19
820,imports,word,4
821,opioidnaive,word,2
822,experimental,word,4
823,subjects,word,5
824,die,word,3
825,mgkg,word,16
826,rats,word,3
827,cats,word,5
828,dogs,word,9
829,monkeys,word,2
830,mice,word,2
831,intraperitoneally,word,2
832,june,word,5
833,reached,word,6
834,record,word,7
835,numbers,word,8
836,according,word,25
837,report,word,18
838,nations,word,4
839,office,word,6
840,crime,word,12
841,unodc,word,4
842,vienna,word,2
843,lethal,word,5
844,would,word,19
845,require,word,8
846,special,word,6
847,considerably,word,2
848,toxic,word,5
849,opiates,word,6
850,concerning,word,6
851,pediatric,word,6
852,jama,word,2
853,network,word,18
854,adolescents,word,3
855,aged,word,3
856,crisis,word,13
857,north,word,17
858,america,word,8
859,unabated,word,2
860,fueled,word,2
861,unprecedented,word,2
862,late,word,5
863,media,word,9
864,outlets,word,2
865,stories,word,3
866,police,word,25
867,officers,word,9
868,hospitalized,word,3
869,touching,word,4
870,powdered,word,2
871,brushing,word,2
872,clothing,word,2
873,topical,word,4
874,inhalative,word,2
875,unlikely,word,8
876,intoxication,word,4
877,except,word,6
878,prolonged,word,3
879,quantities,word,4
880,responders,word,7
881,paramedics,word,6
882,poisoning,word,5
883,contact,word,7
884,intact,word,2
885,article,word,4
886,journal,word,2
887,toxicology,word,10
888,stated,word,8
889,consensus,word,3
890,scientific,word,5
891,community,word,12
892,remains,word,6
893,illness,word,4
894,unintentional,word,2
895,efficiently,word,2
896,carried,word,4
897,air,word,12
898,american,word,16
899,college,word,26
900,academy,word,5
901,joint,word,3
902,asserting,word,2
903,incidental,word,2
904,take,word,14
905,highest,word,13
906,airborne,word,2
907,yield,word,2
908,therapeutic,word,3
909,heartbeat,word,3
910,hyperventilation,word,7
911,chills,word,2
912,panic,word,132
913,attack,word,47
914,paper,word,6
915,expressed,word,5
916,physical,word,20
917,fears,word,5
918,inhibit,word,5
919,response,word,24
920,responding,word,4
921,spend,word,4
922,unnecessary,word,2
923,precautions,word,2
924,coverage,word,2
925,could,word,23
926,perpetuate,word,2
927,social,word,12
928,stigma,word,2
929,around,word,34
930,survey,word,6
931,new,word,33
932,york,word,9
933,found,word,40
934,briefly,word,2
935,experts,word,8
936,skeptical,word,2
937,truly,word,2
938,overdosing,word,2
939,mere,word,3
940,touch,word,3
941,never,word,9
942,ryan,word,2
943,marino,word,2
944,physician,word,4
945,western,word,5
946,reserve,word,2
947,university,word,66
948,accidentally,word,2
949,inhaling,word,4
950,advisories,word,2
951,misuse,word,6
952,centers,word,4
953,disease,word,63
954,cdc,word,9
955,initial,word,11
956,han,word,6
957,advisory,word,8
958,alert,word,5
959,provides,word,9
960,vital,word,2
961,timesensitive,word,2
962,information,word,22
963,incident,word,6
964,situation,word,5
965,warrants,word,2
966,attention,word,4
967,officials,word,6
968,laboratorians,word,2
969,members,word,13
970,conveys,word,2
971,importance,word,9
972,october,word,7
973,subsequent,word,6
974,rising,word,5
975,abuse,word,9
976,nonopioids,word,2
977,december,word,8
978,substantial,word,2
979,across,word,14
980,driven,word,6
981,involving,word,8
982,acceleration,word,2
983,largest,word,11
984,recorded,word,11
985,march,word,7
986,coinciding,word,2
987,implementation,word,3
988,widespread,word,7
989,mitigation,word,4
990,measures,word,7
991,covid,word,4
992,pandemic,word,2
993,occurred,word,5
994,months,word,8
995,month,word,3
996,interval,word,3
997,ever,word,2
998,recommended,word,10
999,following,word,32
1000,actions,word,4
1001,counter,word,6
1002,rise,word,2
1003,initiative,word,3
1004,campaign,word,4
1005,enforcement,word,15
1006,dea,word,10
1007,called,word,31
1008,kill,word,5
1009,campaigns,word,2
1010,goal,word,3
1011,awareness,word,6
1012,prevalence,word,2
1013,counterfeit,word,6
1014,shows,word,12
1015,difference,word,3
1016,real,word,7
1017,phenylpiperidine,word,4
1018,family,word,13
1019,sufentanil,word,4
1020,alfentanil,word,4
1021,carfentanil,word,10
1022,stronger,word,2
1023,structures,word,4
1024,share,word,4
1025,similarities,word,2
1026,whereas,word,3
1027,codeine,word,3
1028,hydrocodone,word,2
1029,hydromorphone,word,2
1030,simple,word,6
1031,modifications,word,6
1032,relatives,word,2
1033,meperidine,word,6
1034,fully,word,4
1035,complex,word,2
1036,versions,word,3
1037,structure,word,3
1038,weak,word,4
1039,base,word,3
1040,lipidsoluble,word,3
1041,proteinbound,word,2
1042,protonated,word,3
1043,physiological,word,6
1044,rapidly,word,10
1045,cross,word,5
1046,cellular,word,2
1047,membranes,word,2
1048,contributing,word,4
1049,central,word,18
1050,nervous,word,16
1051,types,word,7
1052,various,word,22
1053,chemical,word,24
1054,positions,word,3
1055,molecule,word,4
1056,still,word,11
1057,exceed,word,3
1058,pharmacological,word,7
1059,termed,word,3
1060,designer,word,2
1061,analog,word,6
1062,carboxylic,word,2
1063,acid,word,19
1064,group,word,8
1065,attached,word,5
1066,position,word,5
1067,chain,word,5
1068,tranquilize,word,2
1069,elephants,word,2
1070,animals,word,6
1071,acts,word,9
1072,gproteincoupled,word,2
1073,contain,word,8
1074,seven,word,3
1075,transmembrane,word,2
1076,portions,word,2
1077,intracellular,word,4
1078,loops,word,4
1079,extracellular,word,6
1080,cterminus,word,2
1081,nterminus,word,4
1082,important,word,10
1083,differentiating,word,2
1084,binding,word,3
1085,substrates,word,4
1086,binds,word,4
1087,downstream,word,2
1088,signaling,word,5
1089,leads,word,6
1090,inhibitory,word,3
1091,camp,word,2
1092,calcium,word,5
1093,ion,word,3
1094,influx,word,2
1095,potassium,word,5
1096,efflux,word,2
1097,inhibits,word,3
1098,ascending,word,2
1099,pathways,word,9
1100,threshold,word,4
1101,changing,word,5
1102,perception,word,2
1103,mediated,word,3
1104,decreasing,word,5
1105,propagation,word,2
1106,nociceptive,word,2
1107,signals,word,14
1108,effectsunreliable,word,2
1109,receptor,word,14
1110,agonist,word,6
1111,potently,word,2
1112,bind,word,2
1113,delta,word,68
1114,kappa,word,2
1115,affinity,word,7
1116,easily,word,5
1117,penetrate,word,3
1118,attenuates,word,2
1119,second,word,8
1120,slowconducting,word,2
1121,unmyelinated,word,2
1122,cfibers,word,2
1123,myelinated,word,2
1124,afibers,word,2
1125,strongly,word,2
1126,agonism,word,4
1127,produces,word,5
1128,sedation,word,7
1129,measured,word,7
1130,urine,word,11
1131,monitor,word,2
1132,confirm,word,3
1133,diagnosis,word,12
1134,assist,word,2
1135,medicolegal,word,2
1136,investigation,word,2
1137,commercially,word,6
1138,immunoassays,word,2
1139,screening,word,5
1140,tests,word,2
1141,chromatographic,word,2
1142,techniques,word,11
1143,confirmation,word,2
1144,quantitation,word,2
1145,marquis,word,4
1146,color,word,5
1147,test,word,12
1148,detect,word,4
1149,presence,word,8
1150,formaldehyde,word,5
1151,sulfuric,word,4
1152,solution,word,10
1153,turn,word,9
1154,purple,word,2
1155,introduced,word,11
1156,opium,word,9
1157,plasma,word,5
1158,therapeutically,word,2
1159,intoxicated,word,2
1160,victims,word,2
1161,overdosage,word,2
1162,spraymass,word,2
1163,spectrometry,word,2
1164,psms,word,2
1165,samples,word,10
1166,qualitatively,word,4
1167,detected,word,6
1168,spot,word,3
1169,reagents,word,4
1170,principles,word,2
1171,reduction,word,8
1172,opposed,word,3
1173,prepare,word,2
1174,sample,word,2
1175,hair,word,2
1176,abraham,word,2
1177,lincolns,word,2
1178,head,word,8
1179,penny,word,2
1180,diluted,word,2
1181,teaspoon,word,2
1182,water,word,16
1183,research,word,20
1184,liebermans,word,2
1185,lab,word,2
1186,notre,word,2
1187,dame,word,2
1188,false,word,7
1189,positive,word,8
1190,results,word,12
1191,btnx,word,2
1192,diphenhydramine,word,2
1193,specificity,word,2
1194,vary,word,9
1195,concentration,word,5
1196,tested,word,4
1197,anilopiperidine,word,2
1198,class,word,12
1199,synthesis,word,20
1200,accomplished,word,2
1201,methods,word,6
1202,literature,word,3
1203,siegfried,word,6
1204,gupta,word,8
1205,suh,word,4
1206,original,word,4
1207,patented,word,7
1208,involves,word,8
1209,benzylfentanyl,word,4
1210,nbenzylpiperidone,word,2
1211,feedstock,word,2
1212,norfentanyl,word,4
1213,upon,word,6
1214,reaction,word,10
1215,phenethyl,word,2
1216,chloride,word,7
1217,nphenethylpiperidone,word,2
1218,npp,word,2
1219,reductively,word,2
1220,aminated,word,2
1221,anilinonphenethylpiperidine,word,2
1222,anpp,word,4
1223,acyl,word,2
1224,early,word,16
1225,foreign,word,2
1226,clandestine,word,4
1227,onepot,word,2
1228,starts,word,4
1229,piperidone,word,2
1230,skips,word,4
1231,anppnpp,word,2
1232,rather,word,5
1233,compounds,word,11
1234,formed,word,13
1235,impurities,word,2
1236,temporary,word,5
1237,intermediates,word,2
1238,half,word,6
1239,predominant,word,4
1240,seized,word,4
1241,braga,word,2
1242,coworkers,word,2
1243,described,word,13
1244,continuous,word,7
1245,flow,word,12
1246,similar,word,17
1247,ones,word,6
1248,total,word,7
1249,precursors,word,11
1250,favor,word,5
1251,creating,word,4
1252,ring,word,6
1253,insitu,word,2
1254,belgium,word,2
1255,label,word,5
1256,newly,word,7
1257,pharmaceutica,word,6
1258,developed,word,13
1259,pethidine,word,2
1260,activity,word,49
1261,triggered,word,4
1262,salt,word,7
1263,citric,word,2
1264,stoichiometric,word,2
1265,ratio,word,3
1266,entered,word,2
1267,anaesthetic,word,2
1268,mcneil,word,2
1269,mids,word,5
1270,trials,word,12
1271,formulation,word,5
1272,inert,word,4
1273,gel,word,16
1274,infused,word,2
1275,select,word,2
1276,worn,word,3
1277,set,word,11
1278,successful,word,4
1279,practice,word,3
1280,flavored,word,2
1281,fillers,word,2
1282,quickacting,word,2
1283,formation,word,6
1284,onsolis,word,4
1285,soluble,word,5
1286,film,word,7
1287,opioidtolerant,word,2
1288,bema,word,2
1289,bioerodible,word,2
1290,mucoadhesive,word,2
1291,dissolvable,word,2
1292,polymer,word,2
1293,containing,word,5
1294,applied,word,6
1295,inner,word,3
1296,lining,word,2
1297,administrative,word,4
1298,controlled,word,11
1299,code,word,8
1300,acscn,word,2
1301,annual,word,12
1302,aggregate,word,2
1303,manufacturing,word,2
1304,quota,word,2
1305,significantly,word,6
1306,recent,word,15
1307,nearly,word,4
1308,classified,word,11
1309,netherlands,word,5
1310,substance,word,12
1311,law,word,10
1312,schedule,word,9
1313,distributors,word,2
1314,abstral,word,4
1315,implement,word,2
1316,fdaapproved,word,3
1317,evaluation,word,5
1318,strategy,word,2
1319,rems,word,2
1320,program,word,6
1321,order,word,6
1322,curb,word,2
1323,insurers,word,2
1324,begun,word,4
1325,precertification,word,2
1326,andor,word,6
1327,limits,word,2
1328,considered,word,7
1329,listed,word,5
1330,canadas,word,2
1331,estonia,word,7
1332,home,word,19
1333,worlds,word,2
1334,longest,word,3
1335,documented,word,2
1336,taliban,word,2
1337,ban,word,2
1338,poppy,word,5
1339,cultivation,word,4
1340,guardian,word,3
1341,indicated,word,5
1342,suppliers,word,5
1343,dark,word,3
1344,web,word,3
1345,voluntarily,word,2
1346,banned,word,2
1347,trafficking,word,6
1348,erupted,word,2
1349,acrimonious,word,2
1350,dispute,word,3
1351,mexican,word,10
1352,governments,word,2
1353,blame,word,2
1354,flood,word,2
1355,crossing,word,3
1356,border,word,5
1357,president,word,2
1358,andrs,word,2
1359,manuel,word,2
1360,lpez,word,2
1361,obrador,word,2
1362,insists,word,2
1363,asia,word,4
1364,believes,word,6
1365,lack,word,8
1366,values,word,2
1367,drives,word,2
1368,appeared,word,8
1369,present,word,10
1370,unapproved,word,2
1371,clandestinely,word,4
1372,identified,word,12
1373,traffic,word,4
1374,february,word,13
1375,medically,word,2
1376,valid,word,2
1377,classification,word,2
1378,hundreds,word,3
1379,orally,word,8
1380,smoked,word,2
1381,snorted,word,2
1382,injected,word,8
1383,initially,word,5
1384,recreational,word,7
1385,tallinn,word,2
1386,largely,word,6
1387,replaced,word,5
1388,methylfentanyl,word,8
1389,black,word,8
1390,diverted,word,4
1391,legitimate,word,5
1392,supplies,word,3
1393,inside,word,5
1394,streets,word,3
